state,state_code,latitude,longitude,date,infected_count
Utah,UT,40.15,-111.8624,2020-03-11,3
Utah,UT,40.15,-111.8624,2020-03-12,5
Utah,UT,40.15,-111.8624,2020-03-13,9
Utah,UT,40.15,-111.8624,2020-03-14,10
Utah,UT,40.15,-111.8624,2020-03-15,28
Utah,UT,40.15,-111.8624,2020-03-16,39
Utah,UT,40.15,-111.8624,2020-03-17,51
Utah,UT,40.15,-111.8624,2020-03-18,51
Utah,UT,40.15,-111.8624,2020-03-19,80
Utah,UT,40.15,-111.8624,2020-03-20,78
Utah,UT,40.15,-111.8624,2020-03-21,136
Utah,UT,40.15,-111.8624,2020-03-22,181
Utah,UT,40.15,-111.8624,2020-03-23,181
Vermont,VT,44.0459,-72.7107,2020-03-01,0
Vermont,VT,44.0459,-72.7107,2020-03-02,0
Vermont,VT,44.0459,-72.7107,2020-03-03,0
Vermont,VT,44.0459,-72.7107,2020-03-04,0
Vermont,VT,44.0459,-72.7107,2020-03-05,0
Vermont,VT,44.0459,-72.7107,2020-03-06,0
Vermont,VT,44.0459,-72.7107,2020-03-07,0
Vermont,VT,44.0459,-72.7107,2020-03-08,0
Vermont,VT,44.0459,-72.7107,2020-03-09,0
Vermont,VT,44.0459,-72.7107,2020-03-10,1
Vermont,VT,44.0459,-72.7107,2020-03-11,1
Vermont,VT,44.0459,-72.7107,2020-03-12,2
Vermont,VT,44.0459,-72.7107,2020-03-13,2
Vermont,VT,44.0459,-72.7107,2020-03-14,5
Vermont,VT,44.0459,-72.7107,2020-03-15,8
Vermont,VT,44.0459,-72.7107,2020-03-16,12
Vermont,VT,44.0459,-72.7107,2020-03-17,12
Vermont,VT,44.0459,-72.7107,2020-03-18,18
Vermont,VT,44.0459,-72.7107,2020-03-19,22
Vermont,VT,44.0459,-72.7107,2020-03-20,29
Vermont,VT,44.0459,-72.7107,2020-03-21,29
Vermont,VT,44.0459,-72.7107,2020-03-22,52
Vermont,VT,44.0459,-72.7107,2020-03-23,52
Virginia,VA,37.7693,-78.17,2020-03-01,0
Virginia,VA,37.7693,-78.17,2020-03-02,0
Virginia,VA,37.7693,-78.17,2020-03-03,0
Virginia,VA,37.7693,-78.17,2020-03-04,0
Virginia,VA,37.7693,-78.17,2020-03-05,0
Virginia,VA,37.7693,-78.17,2020-03-06,0
Virginia,VA,37.7693,-78.17,2020-03-07,0
Virginia,VA,37.7693,-78.17,2020-03-08,0
Virginia,VA,37.7693,-78.17,2020-03-09,0
Virginia,VA,37.7693,-78.17,2020-03-10,7
Virginia,VA,37.7693,-78.17,2020-03-11,9
Virginia,VA,37.7693,-78.17,2020-03-12,17
Virginia,VA,37.7693,-78.17,2020-03-13,30
Virginia,VA,37.7693,-78.17,2020-03-14,41
Virginia,VA,37.7693,-78.17,2020-03-15,45
Virginia,VA,37.7693,-78.17,2020-03-16,49
Virginia,VA,37.7693,-78.17,2020-03-17,67
Virginia,VA,37.7693,-78.17,2020-03-18,77
Virginia,VA,37.7693,-78.17,2020-03-19,99
Virginia,VA,37.7693,-78.17,2020-03-20,122
Virginia,VA,37.7693,-78.17,2020-03-21,156
Virginia,VA,37.7693,-78.17,2020-03-22,221
Virginia,VA,37.7693,-78.17,2020-03-23,221
Washington,WA,47.4009,-121.4905,2020-03-01,0
Washington,WA,47.4009,-121.4905,2020-03-02,0
Washington,WA,47.4009,-121.4905,2020-03-03,0
Washington,WA,47.4009,-121.4905,2020-03-04,0
Washington,WA,47.4009,-121.4905,2020-03-05,0
Washington,WA,47.4009,-121.4905,2020-03-06,0
Washington,WA,47.4009,-121.4905,2020-03-07,0
Washington,WA,47.4009,-121.4905,2020-03-08,0
Washington,WA,47.4009,-121.4905,2020-03-09,0
Washington,WA,47.4009,-121.4905,2020-03-10,267
Washington,WA,47.4009,-121.4905,2020-03-11,366
Washington,WA,47.4009,-121.4905,2020-03-12,442
Washington,WA,47.4009,-121.4905,2020-03-13,568
Washington,WA,47.4009,-121.4905,2020-03-14,572
Washington,WA,47.4009,-121.4905,2020-03-15,643
Washington,WA,47.4009,-121.4905,2020-03-16,904
Washington,WA,47.4009,-121.4905,2020-03-17,1076
Washington,WA,47.4009,-121.4905,2020-03-18,1014
Washington,WA,47.4009,-121.4905,2020-03-19,1376
Washington,WA,47.4009,-121.4905,2020-03-20,1524
Washington,WA,47.4009,-121.4905,2020-03-21,1793
Washington,WA,47.4009,-121.4905,2020-03-22,1996
Washington,WA,47.4009,-121.4905,2020-03-23,1996
West Virginia,WV,38.4912,-80.9545,2020-03-01,0
West Virginia,WV,38.4912,-80.9545,2020-03-02,0
West Virginia,WV,38.4912,-80.9545,2020-03-03,0
West Virginia,WV,38.4912,-80.9545,2020-03-04,0
West Virginia,WV,38.4912,-80.9545,2020-03-05,0
West Virginia,WV,38.4912,-80.9545,2020-03-06,0
West Virginia,WV,38.4912,-80.9545,2020-03-07,0
West Virginia,WV,38.4912,-80.9545,2020-03-08,0
West Virginia,WV,38.4912,-80.9545,2020-03-09,0
West Virginia,WV,38.4912,-80.9545,2020-03-10,0
West Virginia,WV,38.4912,-80.9545,2020-03-11,0
West Virginia,WV,38.4912,-80.9545,2020-03-12,0
West Virginia,WV,38.4912,-80.9545,2020-03-13,0
West Virginia,WV,38.4912,-80.9545,2020-03-14,0
West Virginia,WV,38.4912,-80.9545,2020-03-15,0
West Virginia,WV,38.4912,-80.9545,2020-03-16,0
West Virginia,WV,38.4912,-80.9545,2020-03-17,1
West Virginia,WV,38.4912,-80.9545,2020-03-18,1
West Virginia,WV,38.4912,-80.9545,2020-03-19,2
West Virginia,WV,38.4912,-80.9545,2020-03-20,7
West Virginia,WV,38.4912,-80.9545,2020-03-21,8
West Virginia,WV,38.4912,-80.9545,2020-03-22,12
West Virginia,WV,38.4912,-80.9545,2020-03-23,12
Wisconsin,WI,44.2685,-89.6165,2020-03-01,0
Wisconsin,WI,44.2685,-89.6165,2020-03-02,0
Wisconsin,WI,44.2685,-89.6165,2020-03-03,0
Wisconsin,WI,44.2685,-89.6165,2020-03-04,0
Wisconsin,WI,44.2685,-89.6165,2020-03-05,0
Wisconsin,WI,44.2685,-89.6165,2020-03-06,0
Wisconsin,WI,44.2685,-89.6165,2020-03-07,0
Wisconsin,WI,44.2685,-89.6165,2020-03-08,0
Wisconsin,WI,44.2685,-89.6165,2020-03-09,0
Wisconsin,WI,44.2685,-89.6165,2020-03-10,3
Wisconsin,WI,44.2685,-89.6165,2020-03-11,6
Wisconsin,WI,44.2685,-89.6165,2020-03-12,8
Wisconsin,WI,44.2685,-89.6165,2020-03-13,19
Wisconsin,WI,44.2685,-89.6165,2020-03-14,27
Wisconsin,WI,44.2685,-89.6165,2020-03-15,32
Wisconsin,WI,44.2685,-89.6165,2020-03-16,47
Wisconsin,WI,44.2685,-89.6165,2020-03-17,72
Wisconsin,WI,44.2685,-89.6165,2020-03-18,92
Wisconsin,WI,44.2685,-89.6165,2020-03-19,159
Wisconsin,WI,44.2685,-89.6165,2020-03-20,207
Wisconsin,WI,44.2685,-89.6165,2020-03-21,282
Wisconsin,WI,44.2685,-89.6165,2020-03-22,381
Wisconsin,WI,44.2685,-89.6165,2020-03-23,381
Wyoming,WY,42.756,-107.3025,2020-03-01,0
Wyoming,WY,42.756,-107.3025,2020-03-02,0
Wyoming,WY,42.756,-107.3025,2020-03-03,0
Wyoming,WY,42.756,-107.3025,2020-03-04,0
Wyoming,WY,42.756,-107.3025,2020-03-05,0
Wyoming,WY,42.756,-107.3025,2020-03-06,0
Wyoming,WY,42.756,-107.3025,2020-03-07,0
Wyoming,WY,42.756,-107.3025,2020-03-08,0
Wyoming,WY,42.756,-107.3025,2020-03-09,0
Wyoming,WY,42.756,-107.3025,2020-03-10,0
Wyoming,WY,42.756,-107.3025,2020-03-11,0
Wyoming,WY,42.756,-107.3025,2020-03-12,1
Wyoming,WY,42.756,-107.3025,2020-03-13,1
Wyoming,WY,42.756,-107.3025,2020-03-14,2
Wyoming,WY,42.756,-107.3025,2020-03-15,3
Wyoming,WY,42.756,-107.3025,2020-03-16,3
Wyoming,WY,42.756,-107.3025,2020-03-17,11
Wyoming,WY,42.756,-107.3025,2020-03-18,15
Wyoming,WY,42.756,-107.3025,2020-03-19,18
Wyoming,WY,42.756,-107.3025,2020-03-20,19
Wyoming,WY,42.756,-107.3025,2020-03-21,23
Wyoming,WY,42.756,-107.3025,2020-03-22,24
Wyoming,WY,42.756,-107.3025,2020-03-23,24
